Ticker,Fast Period,Slow Period,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
PPAP,20,40,2,1,1,21117,21.12,"102.0999984741211, 207.9499969482422","192.1999969482422, 165.1999969482422"
PPL,10,30,0,0,0,0,0.0,,
PPL,10,35,0,0,0,0,0.0,,
PPL,10,40,0,0,0,0,0.0,,
PPL,15,30,0,0,0,0,0.0,,
PPL,15,35,0,0,0,0,0.0,,
PPL,15,40,0,0,0,0,0.0,,
PPL,20,30,0,0,0,0,0.0,,
PPL,20,35,0,0,0,0,0.0,,
PPL,20,40,0,0,0,0,0.0,,
PRAENG,10,30,3,1,2,-4193,-4.19,"8.649999618530273, 14.449999809265137, 7.800000190734863","7.400000095367432, 8.800000190734863, 10.100000381469727"
PRAENG,10,35,3,1,2,-356,-0.36,"9.600000381469727, 14.449999809265137, 8.850000381469727","7.400000095367432, 8.800000190734863, 13.25"
PRAENG,10,40,3,1,2,-8790,-8.79,"7.900000095367432, 14.449999809265137, 13.350000381469727","7.400000095367432, 8.850000381469727, 14.899999618530273"
PRAENG,15,30,5,1,4,-13452,-13.45,"12.199999809265137, 7.150000095367432, 11.399999618530273, 9.899999618530273, 13.350000381469727","12.75, 7.0, 6.699999809265137, 8.800000190734863, 13.5"
PRAENG,15,35,3,0,3,-13291,-13.29,"9.5, 9.899999618530273, 12.0","7.0, 8.949999809265137, 12.199999809265137"
PRAENG,15,40,3,0,3,-29622,-29.62,"11.399999618530273, 9.899999618530273, 26.899999618530273","6.449999809265137, 8.75, 17.049999237060547"
PRAENG,20,30,5,2,3,-23537,-23.54,"19.149999618530273, 7.849999904632568, 6.300000190734863, 12.649999618530273, 26.899999618530273","11.75, 11.399999618530273, 6.349999904632568, 8.850000381469727, 12.199999809265137"
PRAENG,20,35,5,2,3,-24814,-24.81,"7.0, 8.399999618530273, 6.449999809265137, 12.649999618530273, 26.899999618530273","8.850000381469727, 6.300000190734863, 6.349999904632568, 8.75, 13.449999809265137"
PRAENG,20,40,2,0,2,-21920,-21.92,"11.399999618530273, 12.800000190734863","8.050000190734863, 6.599999904632568"
PRAJIND,10,30,2,1,1,-6906,-6.91,"60.25, 106.6500015258789","75.19999694824219, 55.04999923706055"
PRAJIND,10,35,2,1,1,-6354,-6.35,"62.95000076293945, 106.6500015258789","76.94999694824219, 61.349998474121094"
PRAJIND,10,40,2,1,1,-13392,-13.39,"66.0, 113.0999984741211","67.69999694824219, 61.349998474121094"
PRAJIND,15,30,2,1,1,-5527,-5.53,"66.0, 95.55000305175781","76.94999694824219, 63.20000076293945"
PRAJIND,15,35,2,1,1,-6887,-6.89,"67.44999694824219, 78.75","68.19999694824219, 59.849998474121094"
PRAJIND,15,40,1,0,1,-223,-0.22,60.45000076293945,59.849998474121094
PRAJIND,20,30,3,2,1,-7691,-7.69,"74.69999694824219, 67.44999694824219, 110.44999694824219","76.94999694824219, 68.19999694824219, 76.80000305175781"
PRAJIND,20,35,2,1,1,4479,4.48,"62.849998474121094, 110.44999694824219","90.75, 76.80000305175781"
PRAJIND,20,40,2,1,1,1661,1.66,"62.400001525878906, 110.44999694824219","78.75, 86.80000305175781"
PRAKASH,10,30,4,1,3,-20315,-20.32,"192.2426300048828, 92.27127075195312, 39.01954650878906, 82.0999984741211","73.58341979980469, 27.945261001586914, 77.47672271728516, 54.650001525878906"
PRAKASH,10,35,4,0,4,-46928,-46.93,"164.1243438720703, 92.27127075195312, 70.03618621826172, 75.5","70.81484985351562, 27.945261001586914, 69.3499984741211, 54.150001525878906"
PRAKASH,10,40,4,1,3,-39794,-39.79,"173.59803771972656, 95.94828033447266, 61.77373504638672, 68.4000015258789","80.63462829589844, 27.945261001586914, 71.75, 50.900001525878906"
PRAKASH,15,30,4,1,3,-48601,-48.6,"140.85104370117188, 96.98649597167969, 70.03618621826172, 83.6500015258789","56.7989616394043, 25.868833541870117, 71.75, 54.650001525878906"
PRAKASH,15,35,4,0,4,-56385,-56.38,"140.85104370117188, 96.98649597167969, 78.08235168457031, 68.4000015258789","57.447845458984375, 25.868833541870117, 48.400001525878906, 54.45000076293945"
PRAKASH,15,40,3,0,3,-55883,-55.88,"196.5685272216797, 96.98649597167969, 78.08235168457031","56.7989616394043, 25.868833541870117, 44.150001525878906"
PRAKASH,20,30,4,0,4,-56588,-56.59,"142.32183837890625, 49.92079162597656, 78.08235168457031, 65.30000305175781","45.032535552978516, 21.93227195739746, 47.150001525878906, 50.900001525878906"
PRAKASH,20,35,4,1,3,-49576,-49.58,"96.77020263671875, 96.98649597167969, 77.3036880493164, 58.0","40.706642150878906, 21.93227195739746, 50.95000076293945, 61.5"
PRAKASH,20,40,3,0,3,-57085,-57.09,"96.77020263671875, 49.40168380737305, 123.11488342285156","30.367761611938477, 21.93227195739746, 45.54999923706055"
PRAXIS,10,30,1,0,1,-13204,-13.2,33.276485443115234,17.933677673339844
PRAXIS,10,35,1,0,1,-21136,-21.14,46.02842330932617,13.602066993713379
PRAXIS,10,40,1,0,1,-16531,-16.53,38.9844970703125,17.933677673339844
PRAXIS,15,30,1,0,1,-21496,-21.5,57.2015495300293,13.699999809265137
PRAXIS,15,35,1,0,1,-21013,-21.01,46.02842330932617,13.699999809265137
PRAXIS,15,40,1,0,1,-14828,-14.83,29.67355728149414,14.149999618530273
PRAXIS,20,30,1,0,1,-10272,-10.27,46.02842330932617,30.25
PRAXIS,20,35,1,0,1,-1884,-1.88,34.005165100097656,30.25
PRAXIS,20,40,1,1,0,9118,9.12,23.76313591003418,32.650001525878906
PRECAM,10,30,0,0,0,0,0.0,,
PRECAM,10,35,0,0,0,0,0.0,,
PRECAM,10,40,0,0,0,0,0.0,,
PRECAM,15,30,0,0,0,0,0.0,,
PRECAM,15,35,0,0,0,0,0.0,,
PRECAM,15,40,0,0,0,0,0.0,,
PRECAM,20,30,0,0,0,0,0.0,,
PRECAM,20,35,0,0,0,0,0.0,,
PRECAM,20,40,0,0,0,0,0.0,,
PRECOT,10,30,4,1,3,-1267,-1.27,"107.96666717529297, 83.44999694824219, 65.55000305175781, 86.19999694824219","52.29999923706055, 56.5, 49.25, 179.9499969482422"
PRECOT,10,35,4,1,3,3792,3.79,"114.63333129882812, 63.0, 86.30000305175781, 86.69999694824219","53.06666564941406, 56.5, 62.95000076293945, 180.64999389648438"
PRECOT,10,40,5,1,4,2197,2.2,"113.36666870117188, 70.0, 78.19999694824219, 86.30000305175781, 86.69999694824219","59.0, 66.5, 59.70000076293945, 62.95000076293945, 190.35000610351562"
PRECOT,15,30,4,1,3,-7553,-7.55,"114.63333129882812, 83.44999694824219, 68.75, 108.0999984741211","59.0, 58.70000076293945, 64.05000305175781, 180.64999389648438"
PRECOT,15,35,4,1,3,-5788,-5.79,"144.86666870117188, 70.0, 71.3499984741211, 108.0999984741211","58.70000076293945, 58.70000076293945, 60.20000076293945, 190.35000610351562"
PRECOT,15,40,4,1,3,-12317,-12.32,"144.86666870117188, 79.5999984741211, 73.0, 116.9000015258789","56.53333282470703, 57.0, 42.900001525878906, 231.85000610351562"
PRECOT,20,30,4,1,3,-6516,-6.52,"144.86666870117188, 84.0, 73.0, 116.9000015258789","56.53333282470703, 57.0, 63.0, 224.35000610351562"
PRECOT,20,35,4,1,3,-29411,-29.41,"158.43333435058594, 70.0, 78.25, 157.9499969482422","52.33333206176758, 51.54999923706055, 44.0, 231.85000610351562"
PRECOT,20,40,4,1,3,-14865,-14.87,"159.96665954589844, 73.3499984741211, 83.69999694824219, 157.9499969482422","55.03333282470703, 51.54999923706055, 37.849998474121094, 321.0"
PRECWIRE,10,30,2,1,1,58372,58.37,"9.140000343322754, 7.349999904632568","5.25, 25.426666259765625"
PRECWIRE,10,35,2,1,1,46289,46.29,"8.526665687561035, 7.349999904632568","4.869999885559082, 22.01333236694336"
PRECWIRE,10,40,2,1,1,58144,58.14,"8.430000305175781, 7.539999961853027","5.146666049957275, 24.946666717529297"
PRECWIRE,15,30,2,1,1,44481,44.48,"8.526665687561035, 7.039999961853027","4.869999885559082, 20.88666534423828"
PRECWIRE,15,35,2,1,1,64321,64.32,"8.373332977294922, 7.039999961853027","5.090000152587891, 24.946666717529297"
PRECWIRE,15,40,2,1,1,41211,41.21,"8.60666561126709, 7.706665992736816","5.25666618347168, 21.15333366394043"
PRECWIRE,20,30,2,1,1,30593,30.59,"8.60666561126709, 8.460000038146973","5.090000152587891, 20.106666564941406"
PRECWIRE,20,35,2,1,1,44724,44.72,"8.00333309173584, 7.706665992736816","5.25666618347168, 21.860000610351562"
PRECWIRE,20,40,2,1,1,20903,20.9,"7.349999904632568, 8.536665916442871","5.433332920074463, 16.85333251953125"
PREMEXPLN,10,30,0,0,0,0,0.0,,
PREMEXPLN,10,35,0,0,0,0,0.0,,
PREMEXPLN,10,40,0,0,0,0,0.0,,
PREMEXPLN,15,30,0,0,0,0,0.0,,
PREMEXPLN,15,35,0,0,0,0,0.0,,
PREMEXPLN,15,40,0,0,0,0,0.0,,
PREMEXPLN,20,30,0,0,0,0,0.0,,
PREMEXPLN,20,35,0,0,0,0,0.0,,
PREMEXPLN,20,40,0,0,0,0,0.0,,
PREMIERPOL,10,30,1,1,0,21945,21.95,15.100000381469727,25.149999618530273
PREMIERPOL,10,35,1,1,0,21945,21.95,15.100000381469727,25.149999618530273
PREMIERPOL,10,40,0,0,0,0,0.0,,
PREMIERPOL,15,30,1,1,0,15939,15.94,16.649999618530273,23.950000762939453
PREMIERPOL,15,35,1,1,0,10266,10.27,16.649999618530273,23.149999618530273
PREMIERPOL,15,40,0,0,0,0,0.0,,
PREMIERPOL,20,30,1,1,0,7035,7.03,20.25,23.049999237060547
PREMIERPOL,20,35,1,1,0,4295,4.29,20.25,23.5
PREMIERPOL,20,40,1,0,1,-1415,-1.42,22.25,20.700000762939453
PRESTIGE,10,30,2,0,2,-17969,-17.97,"268.70001220703125, 303.79998779296875","199.89999389648438, 196.89999389648438"
PRESTIGE,10,35,2,0,2,-15129,-15.13,"273.8999938964844, 288.79998779296875","205.89999389648438, 209.60000610351562"
PRESTIGE,10,40,2,0,2,-15727,-15.73,"273.8999938964844, 295.54998779296875","205.89999389648438, 209.60000610351562"
PRESTIGE,15,30,2,2,0,2658,2.66,"273.25, 290.3500061035156","287.79998779296875, 298.1000061035156"
PRESTIGE,15,35,2,0,2,-18453,-18.45,"304.04998779296875, 383.29998779296875","272.3500061035156, 196.89999389648438"
PRESTIGE,15,40,2,0,2,-7109,-7.11,"304.04998779296875, 302.20001220703125","288.79998779296875, 247.89999389648438"
PRESTIGE,20,30,3,2,1,9684,9.68,"153.0, 304.04998779296875, 247.89999389648438","186.0500030517578, 295.54998779296875, 289.54998779296875"
PRESTIGE,20,35,2,1,1,26245,26.24,"318.1499938964844, 250.60000610351562","302.20001220703125, 490.8500061035156"
PRESTIGE,20,40,1,0,1,-14147,-14.15,318.1499938964844,168.1999969482422
PRICOLLTD,10,30,4,2,2,15059,15.06,"25.824907302856445, 14.757089614868164, 18.935302734375, 42.62665557861328","14.357048034667969, 13.912557601928711, 39.02627944946289, 43.471187591552734"
PRICOLLTD,10,35,2,1,1,26104,26.1,"25.691560745239258, 18.935302734375","14.001456260681152, 43.96012878417969"
PRICOLLTD,10,40,2,1,1,6519,6.52,"26.580541610717773, 27.46952247619629","14.001456260681152, 46.36037826538086"
PRICOLLTD,15,30,3,1,2,18809,18.81,"26.580541610717773, 14.757089614868164, 72.76312255859375","12.80133056640625, 38.04840087890625, 43.471187591552734"
PRICOLLTD,15,35,2,1,1,32567,32.57,"24.224740982055664, 17.55738067626953","11.467859268188477, 44.8491096496582"
PRICOLLTD,15,40,2,1,1,3448,3.45,"25.6026611328125, 27.46952247619629","17.112890243530273, 38.581790924072266"
PRICOLLTD,20,30,2,1,1,49946,49.95,"25.6026611328125, 13.912557601928711","13.42361831665039, 43.471187591552734"
PRICOLLTD,20,35,2,1,1,38156,38.16,"23.113513946533203, 17.55738067626953","15.023783683776855, 44.8491096496582"
PRICOLLTD,20,40,2,1,1,378,0.38,"21.113306045532227, 23.95804786682129","14.845988273620605, 32.13667678833008"
PRIMESECU,10,30,3,1,2,60732,60.73,"40.150001525878906, 5.150000095367432, 9.600000381469727","23.75, 4.0, 35.5"
PRIMESECU,10,35,3,1,2,75463,75.46,"26.450000762939453, 6.400000095367432, 8.600000381469727","21.850000381469727, 3.450000047683716, 35.04999923706055"
PRIMESECU,10,40,1,1,0,100280,100.28,8.600000381469727,35.400001525878906
PRIMESECU,15,30,3,1,2,30635,30.64,"35.900001525878906, 5.849999904632568, 13.399999618530273","21.850000381469727, 4.0, 37.849998474121094"
PRIMESECU,15,35,2,1,1,185887,185.89,"23.200000762939453, 5.449999809265137","18.0, 41.349998474121094"
PRIMESECU,15,40,2,1,1,72286,72.29,"8.600000381469727, 45.349998474121094","29.450000762939453, 43.04999923706055"
PRIMESECU,20,30,3,2,1,59236,59.24,"36.75, 4.849999904632568, 13.399999618530273","16.649999618530273, 9.600000381469727, 35.04999923706055"
PRIMESECU,20,35,2,1,1,227717,227.72,"28.700000762939453, 4.449999809265137","13.850000381469727, 40.54999923706055"
PRIMESECU,20,40,2,1,1,137142,137.14,"16.649999618530273, 5.599999904632568","11.449999809265137, 33.349998474121094"
PRINCEPIPE,10,30,0,0,0,0,0.0,,
PRINCEPIPE,10,35,0,0,0,0,0.0,,
PRINCEPIPE,10,40,0,0,0,0,0.0,,
PRINCEPIPE,15,30,0,0,0,0,0.0,,
PRINCEPIPE,15,35,1,0,1,-5678,-5.68,710.5999755859375,573.4500122070312
PRINCEPIPE,15,40,0,0,0,0,0.0,,
PRINCEPIPE,20,30,0,0,0,0,0.0,,
PRINCEPIPE,20,35,0,0,0,0,0.0,,
PRINCEPIPE,20,40,0,0,0,0,0.0,,
PRIVISCL,10,30,1,1,0,44196,44.2,373.355712890625,934.3499755859375
PRIVISCL,10,35,1,1,0,54900,54.9,391.1327209472656,1116.0999755859375
PRIVISCL,10,40,1,1,0,59439,59.44,367.0452575683594,1096.550048828125
PRIVISCL,15,30,1,1,0,56846,56.85,380.43572998046875,1116.0999755859375
PRIVISCL,15,35,1,1,0,65010,65.01,344.3815002441406,1096.550048828125
PRIVISCL,15,40,1,1,0,69523,69.52,369.2000427246094,1228.300048828125
PRIVISCL,20,30,1,1,0,69460,69.46,344.3815002441406,1152.0999755859375
PRIVISCL,20,35,1,1,0,43548,43.55,496.6019592285156,1228.300048828125
PRIVISCL,20,40,1,1,0,41064,41.06,496.6019592285156,1176.25
PROZONER,10,30,4,1,3,-21268,-21.27,"35.650001525878906, 33.849998474121094, 31.200000762939453, 31.299999237060547","29.100000381469727, 24.5, 23.0, 33.099998474121094"
PROZONER,10,35,0,0,0,0,0.0,,
PROZONER,10,40,0,0,0,0,0.0,,
PROZONER,15,30,2,0,2,-15068,-15.07,"32.45000076293945, 34.400001525878906","27.0, 21.450000762939453"
PROZONER,15,35,1,0,1,-1654,-1.65,28.100000381469727,25.950000762939453
PROZONER,15,40,0,0,0,0,0.0,,
PROZONER,20,30,2,0,2,-11826,-11.83,"32.20000076293945, 26.549999237060547","21.450000762939453, 26.049999237060547"
PROZONER,20,35,2,1,1,-2255,-2.25,"30.25, 25.200000762939453","21.450000762939453, 31.299999237060547"
PROZONER,20,40,0,0,0,0,0.0,,
PRSMJOHNSN,10,30,4,1,3,-12137,-12.14,"47.650001525878906, 55.54999923706055, 75.5, 131.0500030517578","42.29999923706055, 34.45000076293945, 84.1500015258789, 121.0"
PRSMJOHNSN,10,35,4,2,2,-6293,-6.29,"47.650001525878906, 55.900001525878906, 75.5, 130.25","37.45000076293945, 41.650001525878906, 88.5999984741211, 131.0"
PRSMJOHNSN,10,40,3,1,2,-7503,-7.5,"47.650001525878906, 55.54999923706055, 75.5","47.20000076293945, 42.04999923706055, 71.44999694824219"
PRSMJOHNSN,15,30,5,1,4,-30510,-30.51,"59.54999923706055, 42.04999923706055, 75.25, 121.9000015258789, 130.60000610351562","43.5, 25.850000381469727, 77.4000015258789, 71.44999694824219, 124.1500015258789"
PRSMJOHNSN,15,35,2,1,1,-7692,-7.69,"59.54999923706055, 75.25","42.79999923706055, 77.9000015258789"
PRSMJOHNSN,15,40,2,1,1,1522,1.52,"59.54999923706055, 75.25","48.0, 94.0999984741211"
PRSMJOHNSN,20,30,4,0,4,-15614,-15.61,"55.70000076293945, 103.3499984741211, 109.75, 124.8499984741211","37.45000076293945, 95.0, 94.0999984741211, 121.0"
PRSMJOHNSN,20,35,3,1,2,-2265,-2.26,"52.20000076293945, 103.3499984741211, 124.8499984741211","50.79999923706055, 94.0999984741211, 131.0"
PRSMJOHNSN,20,40,2,1,1,2022,2.02,"52.20000076293945, 80.25","49.099998474121094, 90.6500015258789"
PSB,10,30,3,0,3,-24716,-24.72,"62.70000076293945, 49.0, 17.799999237060547","38.400001525878906, 35.54999923706055, 15.649999618530273"
PSB,10,35,3,0,3,-20651,-20.65,"62.70000076293945, 52.25, 17.350000381469727","46.099998474121094, 35.54999923706055, 15.949999809265137"
PSB,10,40,2,0,2,-15244,-15.24,"60.150001525878906, 52.25","49.099998474121094, 35.54999923706055"
PSB,15,30,2,0,2,-21964,-21.96,"45.650001525878906, 64.25","36.900001525878906, 30.200000762939453"
PSB,15,35,2,0,2,-17488,-17.49,"46.099998474121094, 52.54999923706055","37.20000076293945, 31.100000381469727"
PSB,15,40,1,0,1,-11801,-11.8,50.29999923706055,31.100000381469727
PSB,20,30,2,0,2,-18820,-18.82,"43.29999923706055, 50.29999923706055","32.150001525878906, 32.70000076293945"
PSB,20,35,2,0,2,-18557,-18.56,"39.79999923706055, 48.25","32.150001525878906, 29.200000762939453"
PSB,20,40,1,0,1,-13038,-13.04,50.45000076293945,29.200000762939453
PSPPROJECT,10,30,0,0,0,0,0.0,,
PSPPROJECT,10,35,0,0,0,0,0.0,,
PSPPROJECT,10,40,0,0,0,0,0.0,,
PSPPROJECT,15,30,0,0,0,0,0.0,,
PSPPROJECT,15,35,0,0,0,0,0.0,,
PSPPROJECT,15,40,0,0,0,0,0.0,,
PSPPROJECT,20,30,1,1,0,4651,4.65,404.04998779296875,463.29998779296875
PSPPROJECT,20,35,0,0,0,0,0.0,,
PSPPROJECT,20,40,0,0,0,0,0.0,,
PTC,10,30,4,1,3,-23874,-23.87,"112.9000015258789, 85.69999694824219, 88.3499984741211, 81.25","77.19999694824219, 65.5, 66.69999694824219, 81.19999694824219"
PTC,10,35,3,0,3,-21443,-21.44,"108.4000015258789, 85.69999694824219, 88.3499984741211","70.55000305175781, 65.5, 76.80000305175781"
PTC,10,40,3,0,3,-16841,-16.84,"88.0, 94.5, 84.0999984741211","68.1500015258789, 65.5, 81.1500015258789"
PTC,15,30,4,0,4,-32116,-32.12,"114.25, 87.19999694824219, 95.30000305175781, 103.5","68.1500015258789, 59.650001525878906, 78.1500015258789, 85.05000305175781"
PTC,15,35,3,0,3,-29269,-29.27,"112.05000305175781, 83.9000015258789, 94.0999984741211","47.70000076293945, 64.8499984741211, 76.5999984741211"
PTC,15,40,3,0,3,-33970,-33.97,"109.80000305175781, 87.19999694824219, 95.30000305175781","38.849998474121094, 64.8499984741211, 73.44999694824219"
PTC,20,30,5,2,3,-5141,-5.14,"100.4000015258789, 55.25, 91.5999984741211, 96.55000305175781, 103.4000015258789","70.5, 85.30000305175781, 68.4000015258789, 69.44999694824219, 115.19999694824219"
PTC,20,35,3,0,3,-35417,-35.42,"119.80000305175781, 85.69999694824219, 120.5","38.849998474121094, 79.0999984741211, 69.0"
PTC,20,40,3,0,3,-33254,-33.25,"100.4000015258789, 87.19999694824219, 120.5","48.849998474121094, 74.44999694824219, 67.19999694824219"
PTL,10,30,2,2,0,19144,19.14,"9.5, 19.950000762939453","15.050000190734863, 20.350000381469727"
PTL,10,35,2,1,1,-3354,-3.35,"14.850000381469727, 19.950000762939453","13.274999618530273, 19.700000762939453"
PTL,10,40,2,1,1,-6889,-6.89,"14.850000381469727, 19.950000762939453","11.850000381469727, 19.700000762939453"
PTL,15,30,2,1,1,2352,2.35,"14.850000381469727, 24.100000381469727","14.524999618530273, 23.350000381469727"
PTL,15,35,2,1,1,-2145,-2.14,"17.0, 24.100000381469727","11.850000381469727, 28.600000381469727"
PTL,15,40,2,1,1,-10013,-10.01,"21.549999237060547, 22.399999618530273","10.274999618530273, 27.774999618530273"
PTL,20,30,3,1,2,2128,2.13,"20.850000381469727, 11.850000381469727, 20.049999237060547","14.350000381469727, 8.824999809265137, 28.600000381469727"
PTL,20,35,2,1,1,-3096,-3.1,"17.524999618530273, 19.024999618530273","10.274999618530273, 25.399999618530273"
PTL,20,40,2,1,1,-5526,-5.53,"17.524999618530273, 18.575000762939453","8.824999809265137, 25.125"
PUNJABCHEM,10,30,2,2,0,139605,139.6,"78.25, 850.25","437.0, 881.7999877929688"
PUNJABCHEM,10,35,2,1,1,95607,95.61,"78.25, 850.25","311.70001220703125, 794.0999755859375"
PUNJABCHEM,10,40,2,2,0,128171,128.17,"91.44999694824219, 850.25","469.3999938964844, 918.6500244140625"
PUNJABCHEM,15,30,2,1,1,101668,101.67,"106.4000015258789, 921.25","469.3999938964844, 794.0999755859375"
PUNJABCHEM,15,35,2,1,1,103785,103.78,"106.4000015258789, 921.25","474.3999938964844, 918.6500244140625"
PUNJABCHEM,15,40,2,2,0,81197,81.2,"127.94999694824219, 935.2999877929688","446.54998779296875, 1174.050048828125"
PUNJABCHEM,20,30,2,1,1,71168,71.17,"119.25, 1258.199951171875","446.54998779296875, 918.6500244140625"
PUNJABCHEM,20,35,2,1,1,130535,130.53,"119.25, 1258.199951171875","642.5499877929688, 1106.5999755859375"
PUNJABCHEM,20,40,2,2,0,148240,148.24,"119.25, 921.25","660.0499877929688, 1239.5"
PURVA,10,30,5,1,4,-32616,-32.62,"126.94999694824219, 99.55000305175781, 109.94999694824219, 72.1500015258789, 66.1500015258789","68.0999984741211, 53.45000076293945, 69.6500015258789, 70.0999984741211, 78.5999984741211"
PURVA,10,35,5,1,4,-25926,-25.93,"108.19999694824219, 84.75, 111.05000305175781, 72.80000305175781, 81.5","80.0, 66.55000305175781, 69.30000305175781, 73.75, 77.0999984741211"
PURVA,10,40,3,0,3,-20194,-20.19,"84.75, 109.94999694824219, 96.69999694824219","77.6500015258789, 69.30000305175781, 73.30000305175781"
PURVA,15,30,6,1,5,-23878,-23.88,"126.94999694824219, 68.3499984741211, 100.4000015258789, 65.69999694824219, 96.69999694824219, 109.9000015258789","80.0, 109.94999694824219, 62.04999923706055, 63.0, 70.0, 77.0999984741211"
PURVA,15,35,4,0,4,-42859,-42.86,"108.19999694824219, 77.6500015258789, 138.1999969482422, 109.9000015258789","56.04999923706055, 62.099998474121094, 61.599998474121094, 92.3499984741211"
PURVA,15,40,4,0,4,-39980,-39.98,"65.8499984741211, 81.0999984741211, 109.94999694824219, 167.14999389648438","56.04999923706055, 68.1500015258789, 63.0, 63.150001525878906"
PURVA,20,30,5,1,4,-34011,-34.01,"102.30000305175781, 72.44999694824219, 65.69999694824219, 138.1999969482422, 135.35000610351562","80.0, 84.9000015258789, 44.75, 64.3499984741211, 105.5999984741211"
PURVA,20,35,5,2,3,-35632,-35.63,"108.19999694824219, 66.55000305175781, 62.75, 167.14999389648438, 126.05000305175781","64.94999694824219, 69.6500015258789, 44.75, 65.3499984741211, 131.39999389648438"
PURVA,20,40,3,1,2,-26310,-26.31,"65.8499984741211, 72.1500015258789, 150.60000610351562","66.19999694824219, 50.900001525878906, 60.5"
PVP,10,30,2,0,2,-18595,-18.6,"9.300000190734863, 5.449999809265137","6.650000095367432, 3.700000047683716"
PVP,10,35,2,0,2,-30352,-30.35,"9.300000190734863, 8.100000381469727","5.800000190734863, 3.700000047683716"
PVP,10,40,2,0,2,-26304,-26.3,"9.300000190734863, 7.949999809265137","6.650000095367432, 3.700000047683716"
PVP,15,30,3,0,3,-28378,-28.38,"4.849999904632568, 7.800000190734863, 8.100000381469727","4.900000095367432, 5.550000190734863, 3.549999952316284"
PVP,15,35,2,0,2,-34270,-34.27,"9.300000190734863, 8.100000381469727","4.800000190734863, 3.549999952316284"
PVP,15,40,2,0,2,-25681,-25.68,"8.25, 5.75","4.800000190734863, 3.9000000953674316"
PVP,20,30,2,0,2,-19873,-19.87,"6.199999809265137, 5.75","4.75, 3.450000047683716"
PVP,20,35,2,0,2,-26087,-26.09,"7.550000190734863, 6.400000095367432","4.5, 3.450000047683716"
PVP,20,40,2,0,2,-25718,-25.72,"8.25, 5.550000190734863","4.550000190734863, 3.549999952316284"
QUESS,10,30,1,0,1,-8592,-8.59,628.2999877929688,437.6000061035156
QUESS,10,35,1,0,1,-14596,-14.6,817.9500122070312,411.8500061035156
QUESS,10,40,1,0,1,-17792,-17.79,869.3499755859375,357.04998779296875
QUESS,15,30,1,0,1,-17792,-17.79,869.3499755859375,357.04998779296875
QUESS,15,35,1,0,1,-17565,-17.56,846.8499755859375,353.5
QUESS,15,40,1,0,1,-17434,-17.43,916.2000122070312,369.6499938964844
QUESS,20,30,1,0,1,-16830,-16.83,866.3499755859375,369.6499938964844
QUESS,20,35,1,0,1,-15819,-15.82,893.6500244140625,405.75
QUESS,20,40,1,0,1,-14922,-14.92,856.3499755859375,428.79998779296875
QUICKHEAL,10,30,1,0,1,-373,-0.37,185.0500030517578,180.25
QUICKHEAL,10,35,1,0,1,-10690,-10.69,227.9499969482422,145.60000610351562
QUICKHEAL,10,40,1,0,1,-14752,-14.75,270.25,137.14999389648438
QUICKHEAL,15,30,1,0,1,-11594,-11.59,270.25,165.0500030517578
QUICKHEAL,15,35,1,0,1,-16856,-16.86,303.1000061035156,132.9499969482422
QUICKHEAL,15,40,1,0,1,-11676,-11.68,219.89999389648438,137.14999389648438
QUICKHEAL,20,30,2,0,2,-21071,-21.07,"188.75, 219.89999389648438","131.0500030517578, 132.9499969482422"
QUICKHEAL,20,35,1,0,1,-11876,-11.88,236.3000030517578,141.0500030517578
QUICKHEAL,20,40,1,0,1,-7909,-7.91,215.5,158.9499969482422
RADICO,10,30,4,2,2,63202,63.2,"112.6500015258789, 123.9000015258789, 153.5500030517578, 90.3499984741211","111.55000305175781, 136.3000030517578, 78.25, 313.5"
RADICO,10,35,3,1,2,11051,11.05,"128.1999969482422, 153.5500030517578, 140.8000030517578","117.8499984741211, 78.25, 268.20001220703125"
RADICO,10,40,2,0,2,-17871,-17.87,"129.75, 152.39999389648438","118.0999984741211, 78.25"
RADICO,15,30,3,1,2,79447,79.45,"129.75, 146.14999389648438, 104.55000305175781","117.8499984741211, 113.5, 410.3999938964844"
RADICO,15,35,3,2,1,47386,47.39,"118.1500015258789, 136.3000030517578, 119.44999694824219","128.64999389648438, 97.0, 330.25"
RADICO,15,40,2,0,2,-12312,-12.31,"126.94999694824219, 153.5500030517578","107.75, 113.5"
RADICO,20,30,3,1,2,29227,29.23,"118.1500015258789, 146.14999389648438, 119.8499984741211","118.0999984741211, 78.25, 294.1000061035156"
RADICO,20,35,3,1,2,43825,43.82,"159.5, 142.64999389648438, 112.0","107.75, 77.9000015258789, 368.5"
RADICO,20,40,3,1,2,49530,49.53,"178.8000030517578, 145.64999389648438, 130.25","107.5999984741211, 78.25, 454.5"
RADIOCITY,10,30,1,0,1,-11054,-11.05,22.25,13.899999618530273
RADIOCITY,10,35,1,0,1,-16733,-16.73,25.799999237060547,11.449999809265137
RADIOCITY,10,40,1,0,1,-15980,-15.98,24.299999237060547,11.449999809265137
RADIOCITY,15,30,1,0,1,-15612,-15.61,24.100000381469727,11.449999809265137
RADIOCITY,15,35,1,0,1,-16455,-16.45,25.700000762939453,11.300000190734863
RADIOCITY,15,40,1,0,1,-16085,-16.09,24.700000762939453,11.300000190734863
